"","st_code","st_name","st_pop","st_emp","cbsa_code","cbsa_name","cbsa_type","cbsa_pop","cbsa_emp","cbsa_is.top100"
"965","12","Florida",20598139,7103944,"39460","Punta Gorda, FL","metro",176954,39311,FALSE
"966","12","Florida",20598139,7103944,"26140","Homosassa Springs, FL","metro",143087,30047,FALSE
"967","12","Florida",20598139,7103944,"28580","Key West, FL","micro",76325,32284,FALSE
"968","13","Georgia",10297484,3703227,"29300","LaGrange, GA-AL","micro",103600,41123,FALSE
"969","13","Georgia",10297484,3703227,"41220","St. Marys, GA","micro",52714,8585,FALSE
"970","13","Georgia",10297484,3703227,"15660","Calhoun, GA","micro",56790,19394,FALSE
"971","13","Georgia",10297484,3703227,"45740","Toccoa, GA","micro",25676,7921,FALSE
"972","13","Georgia",10297484,3703227,"45580","Thomaston, GA","micro",26216,5538,FALSE
"973","13","Georgia",10297484,3703227,"27600","Jefferson, GA","micro",65755,23653,FALSE
"974","16","Idaho",1687809,564949,"30860","Logan, UT-ID","metro",135615,44906,FALSE
"975","16","Idaho",1687809,564949,"41760","Sandpoint, ID","micro",42711,12111,FALSE
"976","16","Idaho",1687809,564949,"27220","Jackson, WY-ID","micro",34139,20685,FALSE
"977","15","Hawaii",1422029,NA,"46520","Urban Honolulu, HI","metro",987638,366570,TRUE
"978","17","Illinois",12821497,5269763,"19180","Danville, IL","metro",78407,24093,FALSE
"979","17","Illinois",12821497,5269763,"20820","Effingham, IL","micro",34174,25841,FALSE
"980","17","Illinois",12821497,5269763,"38700","Pontiac, IL","micro",36324,10945,FALSE
"981","17","Illinois",12821497,5269763,"16020","Cape Girardeau, MO-IL","metro",97137,39925,FALSE
"982","17","Illinois",12821497,5269763,"19500","Decatur, IL","metro",106512,44389,FALSE
"983","17","Illinois",12821497,5269763,"31380","Macomb, IL","micro",30875,8681,FALSE
"984","17","Illinois",12821497,5269763,"16460","Centralia, IL","micro",38084,11357,FALSE
"985","18","Indiana",6637426,2683857,"39980","Richmond, IN","micro",66613,24556,FALSE
"986","18","Indiana",6637426,2683857,"27540","Jasper, IN","micro",54829,30618,FALSE
"987","18","Indiana",6637426,2683857,"35220","New Castle, IN","micro",48483,11733,FALSE
"988","18","Indiana",6637426,2683857,"11420","Angola, IN","micro",34474,14771,FALSE
"989","18","Indiana",6637426,2683857,"37940","Peru, IN","micro",35901,7100,FALSE
"990","18","Indiana",6637426,2683857,"34620","Muncie, IN","metro",115616,42508,FALSE
"991","18","Indiana",6637426,2683857,"31500","Madison, IN","micro",32237,11217,FALSE
"992","18","Indiana",6637426,2683857,"43780","South Bend-Mishawaka, IN-MI","metro",320700,129862,FALSE
"993","18","Indiana",6637426,2683857,"26540","Huntington, IN","micro",36378,13197,FALSE
"994","19","Iowa",3132499,1321996,"21840","Fairfield, IA","micro",18077,7101,FALSE
"995","19","Iowa",3132499,1321996,"44020","Spirit Lake, IA","micro",17056,7412,FALSE
"996","19","Iowa",3132499,1321996,"26980","Iowa City, IA","metro",169144,70971,FALSE
"997","19","Iowa",3132499,1321996,"16140","Carroll, IA","micro",20344,10179,FALSE
"998","19","Iowa",3132499,1321996,"44740","Storm Lake, IA","micro",20260,8707,FALSE
